property_id,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type
1525,Apartment,Entire home/apt,4,1,1,2,Real Bed
1526,Apartment,Entire home/apt,2,1,0,1,Real Bed
1527,Apartment,Entire home/apt,3,1,1,2,Real Bed
1528,Other,Entire home/apt,2,1,0,1,Real Bed
1529,Apartment,Entire home/apt,4,1,0,2,Real Bed
1530,Apartment,Entire home/apt,6,2,2,3,Real Bed
1531,Condominium,Entire home/apt,4,1,2,2,Real Bed
1532,Apartment,Entire home/apt,6,2,2,3,Real Bed
1533,Apartment,Entire home/apt,5,2,2,2,Real Bed
1534,Condominium,Entire home/apt,4,1,1,2,Real Bed
1535,Condominium,Entire home/apt,4,2,2,2,Real Bed
1536,Apartment,Entire home/apt,4,1,1,1,Real Bed
1537,Apartment,Entire home/apt,3,1,1,2,Real Bed
1538,Apartment,Entire home/apt,2,1,1,1,Real Bed
1539,Apartment,Entire home/apt,2,1,1,1,Real Bed
1540,Apartment,Private room,2,1,1,1,Real Bed
1541,Apartment,Entire home/apt,4,2,2,2,Real Bed
1542,Apartment,Entire home/apt,3,1.5,2,2,Real Bed
1543,Apartment,Entire home/apt,6,2,2,3,Real Bed
1544,Apartment,Entire home/apt,4,2,2,2,Real Bed
1545,Apartment,Entire home/apt,3,1,1,2,Real Bed
1546,Apartment,Entire home/apt,2,1,0,1,Real Bed
1547,Apartment,Entire home/apt,3,1,0,1,Real Bed
1548,Apartment,Entire home/apt,6,2,2,3,Real Bed
1549,Apartment,Entire home/apt,3,1.5,1,1,Real Bed
1550,Apartment,Entire home/apt,4,2,2,2,Real Bed
1551,Apartment,Entire home/apt,4,1,1,2,Real Bed
1552,Apartment,Entire home/apt,4,1,1,2,Real Bed
1553,Apartment,Entire home/apt,2,1,1,1,Real Bed
1554,Apartment,Entire home/apt,7,2,2,5,Real Bed
1555,Apartment,Entire home/apt,4,1,1,1,Real Bed
1556,Apartment,Shared room,6,1,1,3,Real Bed
1557,Apartment,Entire home/apt,2,1,0,1,Real Bed
1558,Apartment,Entire home/apt,3,1,1,1,Real Bed
1559,Apartment,Entire home/apt,4,1,1,2,Real Bed
1560,Apartment,Entire home/apt,3,1,1,1,Real Bed
1561,Apartment,Entire home/apt,3,1,1,1,Real Bed
1562,Apartment,Entire home/apt,2,1,1,1,Real Bed
1563,Apartment,Entire home/apt,2,1,1,1,Real Bed
1564,Apartment,Entire home/apt,2,1,1,1,Real Bed
1565,Apartment,Entire home/apt,2,1,0,1,Real Bed
1566,Apartment,Entire home/apt,6,1,1,4,Real Bed
1567,Apartment,Entire home/apt,6,2,2,4,Real Bed
1568,Apartment,Entire home/apt,6,2,2,2,Real Bed
1569,Apartment,Entire home/apt,2,1,0,1,Real Bed
1570,Apartment,Entire home/apt,2,1,0,1,Real Bed
1571,Apartment,Entire home/apt,5,1,2,3,Real Bed
1572,Apartment,Entire home/apt,4,1,1,2,Real Bed
1573,Apartment,Entire home/apt,4,1,1,1,Real Bed
1574,Apartment,Entire home/apt,2,1,1,1,Real Bed
1575,Apartment,Private room,2,1,1,1,Real Bed
1576,Apartment,Entire home/apt,3,1,1,1,Real Bed
1577,Apartment,Entire home/apt,2,1,0,1,Real Bed
1578,Apartment,Entire home/apt,4,1,1,1,Real Bed
1579,Apartment,Entire home/apt,6,1,2,4,Real Bed
1580,Apartment,Entire home/apt,2,1,0,1,Real Bed
1581,Apartment,Entire home/apt,3,1,1,1,Real Bed
1582,Apartment,Entire home/apt,3,1,1,1,Real Bed
1583,Apartment,Private room,2,1,1,1,Airbed
1584,Apartment,Private room,2,1,1,1,Pull-out Sofa
1585,Apartment,Entire home/apt,6,2,2,2,Real Bed
1586,Apartment,Entire home/apt,2,1,0,1,Real Bed
1587,Apartment,Entire home/apt,4,1,1,1,Real Bed
1588,Apartment,Private room,2,1,1,1,Real Bed
1589,Apartment,Entire home/apt,3,1,1,1,Real Bed
1590,Condominium,Private room,2,1.5,1,1,Real Bed
1591,Apartment,Private room,2,1,1,1,Real Bed
1592,Apartment,Entire home/apt,2,1,0,1,Real Bed
1593,Bed & Breakfast,Private room,2,1,1,1,Real Bed
1594,Apartment,Shared room,2,1,1,1,Real Bed
1595,Apartment,Entire home/apt,6,2,2,2,Real Bed
1596,Condominium,Entire home/apt,4,1,2,3,Real Bed
1597,Apartment,Entire home/apt,3,1,1,2,Real Bed
1598,Apartment,Entire home/apt,3,1,1,1,Real Bed
1599,Apartment,Entire home/apt,4,1,1,1,Real Bed
1600,Apartment,Entire home/apt,3,1,0,1,Real Bed
1601,Apartment,Entire home/apt,2,1,1,1,Real Bed
1602,Apartment,Entire home/apt,3,1,0,1,Real Bed
1603,Apartment,Entire home/apt,3,1,1,1,Real Bed
1604,Condominium,Private room,1,0.5,1,1,Real Bed
1605,Apartment,Private room,2,1,1,1,Real Bed
1606,Apartment,Entire home/apt,4,1,1,2,Real Bed
1607,Apartment,Entire home/apt,3,1,1,1,Real Bed
1608,Apartment,Shared room,2,1,1,1,Real Bed
1609,Apartment,Entire home/apt,2,1,1,1,Real Bed
1610,Apartment,Entire home/apt,4,1,1,2,Real Bed
1611,Apartment,Entire home/apt,3,1,0,1,Real Bed
1612,Apartment,Entire home/apt,4,1,1,1,Real Bed
1613,Condominium,Entire home/apt,4,1,1,1,Real Bed
1614,Apartment,Entire home/apt,2,1,1,1,Real Bed
1615,Apartment,Entire home/apt,6,2,1,4,Real Bed
1616,Apartment,Entire home/apt,4,2,2,2,Real Bed
1617,Apartment,Entire home/apt,5,2,2,3,Real Bed
1618,Apartment,Entire home/apt,4,1,0,1,Real Bed
1619,Apartment,Entire home/apt,3,1,0,1,Real Bed
1620,Apartment,Entire home/apt,2,1,1,1,Real Bed
1621,Apartment,Entire home/apt,4,1,0,2,Real Bed
1622,Apartment,Entire home/apt,2,1,1,1,Real Bed
1623,Apartment,Entire home/apt,4,1,1,2,Real Bed
1624,Apartment,Entire home/apt,2,1,1,1,Real Bed
1625,Apartment,Entire home/apt,2,1,0,1,Real Bed
1626,Apartment,Entire home/apt,2,1,1,2,Real Bed
1627,Apartment,Entire home/apt,4,1,1,2,Real Bed
1628,Condominium,Entire home/apt,6,1.5,2,4,Real Bed
1629,Apartment,Shared room,2,1,1,1,Couch
1630,Apartment,Entire home/apt,3,1,0,1,Real Bed
1631,Apartment,Entire home/apt,6,1,2,3,Real Bed
1632,Apartment,Entire home/apt,3,1,1,1,Real Bed
1633,Condominium,Private room,2,1,1,1,Real Bed
1634,Apartment,Entire home/apt,2,1,1,2,Real Bed
1635,Apartment,Private room,2,1,1,1,Real Bed
1636,Apartment,Entire home/apt,2,1,1,1,Real Bed
1637,Apartment,Entire home/apt,4,1,2,3,Real Bed
1638,Apartment,Entire home/apt,5,2,2,2,Real Bed
1639,Apartment,Entire home/apt,3,1,1,1,Real Bed
1640,Apartment,Entire home/apt,4,2,2,2,Real Bed
1641,Apartment,Private room,2,1,1,1,Real Bed
1642,Apartment,Entire home/apt,3,1,0,1,Real Bed
1643,Apartment,Entire home/apt,4,1,1,2,Real Bed
1644,Apartment,Entire home/apt,2,1,1,1,Real Bed
1645,Apartment,Entire home/apt,1,1,0,1,Airbed
1646,Apartment,Entire home/apt,4,1,2,2,Real Bed
1647,Apartment,Entire home/apt,4,1,0,1,Futon
1648,Apartment,Entire home/apt,5,1,1,3,Real Bed
1649,Apartment,Entire home/apt,4,1,1,1,Real Bed
1650,Apartment,Entire home/apt,7,2,2,3,Real Bed
1651,Condominium,Entire home/apt,4,1,1,2,Real Bed
1652,Apartment,Entire home/apt,1,1,0,1,Real Bed
1653,Apartment,Entire home/apt,2,1,0,1,Real Bed
1654,Apartment,Entire home/apt,4,1,1,2,Real Bed
1655,Apartment,Entire home/apt,3,1,1,1,Real Bed
1656,Condominium,Entire home/apt,4,1,1,2,Real Bed
1657,Apartment,Entire home/apt,2,1,1,2,Real Bed
1658,Apartment,Entire home/apt,3,1,1,1,Real Bed
1659,Apartment,Entire home/apt,2,1,1,1,Real Bed
1660,Apartment,Entire home/apt,2,1,1,1,Real Bed
1661,Apartment,Entire home/apt,3,1,1,1,Real Bed
1662,Apartment,Entire home/apt,2,1,0,2,Real Bed
1663,Apartment,Entire home/apt,6,1,2,3,Real Bed
1664,Apartment,Entire home/apt,3,1,0,2,Real Bed
1665,Apartment,Entire home/apt,6,2,2,3,Real Bed
1666,Apartment,Entire home/apt,3,1,1,1,Real Bed
1667,Apartment,Entire home/apt,2,1,1,1,Real Bed
1668,Apartment,Entire home/apt,3,1,1,1,Real Bed
1669,Apartment,Entire home/apt,2,1,1,1,Real Bed
1670,Apartment,Entire home/apt,4,1,0,2,Real Bed
1671,Apartment,Entire home/apt,2,1,0,1,Real Bed
1672,Apartment,Private room,2,1,1,1,Real Bed
1673,Apartment,Entire home/apt,3,1,0,1,Real Bed
1674,Apartment,Entire home/apt,6,1,3,3,Real Bed
1675,Condominium,Entire home/apt,4,1,1,1,Real Bed
1676,Apartment,Entire home/apt,2,1,1,1,Real Bed
1677,Apartment,Entire home/apt,2,1,0,1,Futon
1678,House,Entire home/apt,4,1.5,2,2,Real Bed
1679,Apartment,Shared room,2,1,1,1,Real Bed
1680,Apartment,Private room,1,1,1,1,Real Bed
1681,Apartment,Entire home/apt,4,1,1,2,Real Bed
1682,Apartment,Entire home/apt,5,2,2,2,Real Bed
1683,Apartment,Entire home/apt,2,1,1,1,Real Bed
1684,Apartment,Private room,2,1,1,1,Real Bed
1685,Apartment,Private room,2,1,1,1,Real Bed
1686,Condominium,Private room,2,1,1,1,Real Bed
1687,Apartment,Entire home/apt,4,1,1,2,Real Bed
1688,Apartment,Entire home/apt,4,1,1,2,Real Bed
1689,Apartment,Entire home/apt,2,1,1,1,Real Bed
1690,Apartment,Shared room,1,1,1,1,Airbed
1691,Apartment,Entire home/apt,2,1,1,1,Real Bed
1692,Apartment,Entire home/apt,2,1,0,1,Real Bed
1693,Apartment,Entire home/apt,2,1,0,1,Real Bed
1694,Apartment,Entire home/apt,4,1,1,2,Real Bed
1695,Apartment,Entire home/apt,4,1,1,1,Real Bed
1696,Apartment,Entire home/apt,5,1,2,2,Real Bed
1697,Apartment,Entire home/apt,2,1.5,0,1,Real Bed
1698,Condominium,Private room,2,1,1,1,Real Bed
1699,Apartment,Entire home/apt,4,1,1,2,Real Bed
1700,Apartment,Entire home/apt,2,1,1,1,Real Bed
1701,Condominium,Shared room,1,1,1,1,Pull-out Sofa
1702,Apartment,Entire home/apt,4,1,1,3,Real Bed
1703,Apartment,Entire home/apt,2,1,0,1,Real Bed
1704,Loft,Private room,5,1,1,3,Pull-out Sofa
1705,Apartment,Entire home/apt,3,1,1,1,Real Bed
1706,Apartment,Entire home/apt,3,1,1,2,Real Bed
1707,Apartment,Entire home/apt,2,1,1,1,Real Bed
1708,Apartment,Entire home/apt,3,1,1,2,Real Bed
1709,Loft,Entire home/apt,3,1,1,2,Real Bed
1710,House,Private room,2,1,1,1,Real Bed
1711,House,Private room,2,1,1,1,Real Bed
1712,House,Private room,2,1.5,1,1,Real Bed
1713,House,Private room,2,1,1,1,Real Bed
1714,House,Private room,2,1,1,1,Real Bed
1715,House,Entire home/apt,6,1,4,4,Real Bed
1716,House,Entire home/apt,6,1.5,2,3,Real Bed
1717,Apartment,Entire home/apt,2,1,0,1,Real Bed
1718,House,Private room,5,2,1,2,Real Bed
1719,House,Private room,2,1,1,1,Real Bed
1720,Townhouse,Private room,2,2,1,1,Real Bed
1721,House,Entire home/apt,4,2,2,2,Real Bed
1722,Apartment,Entire home/apt,1,1,1,1,Real Bed
1723,House,Entire home/apt,4,1,3,2,Real Bed
1724,House,Entire home/apt,3,1,2,1,Real Bed
1725,House,Entire home/apt,5,1,0,1,Real Bed
1726,House,Private room,2,1,1,1,Real Bed
1727,House,Private room,2,1.5,1,1,Real Bed
1728,House,Entire home/apt,2,1,1,1,Real Bed
1729,House,Private room,4,1,1,2,Real Bed
1730,House,Entire home/apt,5,1,3,3,Real Bed
1731,House,Entire home/apt,11,4,5,6,Real Bed
1732,House,Entire home/apt,2,1,0,1,Real Bed
1733,House,Private room,2,1.5,1,1,Real Bed
1734,Treehouse,Private room,1,1,1,1,Real Bed
1735,House,Entire home/apt,6,2,3,4,Real Bed
1736,House,Entire home/apt,8,1,2,3,Real Bed
1737,House,Entire home/apt,8,2,2,4,Real Bed
1738,Apartment,Entire home/apt,3,1,0,1,Real Bed
1739,Apartment,Entire home/apt,2,1,1,1,Real Bed
1740,House,Entire home/apt,2,1,1,1,Real Bed
1741,Apartment,Entire home/apt,5,2,2,2,Real Bed
1742,House,Entire home/apt,6,1,2,3,Real Bed
1743,House,Entire home/apt,8,1.5,3,5,Real Bed
1744,Apartment,Entire home/apt,2,1,1,1,Real Bed
1745,House,Entire home/apt,4,1,2,2,Real Bed
1746,House,Entire home/apt,6,1.5,3,2,Real Bed
1747,Apartment,Private room,2,1,1,1,Real Bed
1748,House,Private room,2,1,1,1,Real Bed
1749,Apartment,Entire home/apt,2,1,1,1,Real Bed
1750,House,Entire home/apt,4,2,1,3,Real Bed
1751,Apartment,Entire home/apt,4,1,1,1,Real Bed
1752,Apartment,Private room,2,1,1,1,Real Bed
1753,House,Entire home/apt,4,2,2,2,Real Bed
1754,House,Entire home/apt,8,1.5,3,5,Real Bed
1755,House,Entire home/apt,7,1.5,3,2,Real Bed
1756,Apartment,Entire home/apt,3,1,1,2,Real Bed
1757,Camper/RV,Private room,3,1,1,2,Real Bed
1758,Townhouse,Entire home/apt,4,1,2,2,Real Bed
1759,House,Entire home/apt,4,1,1,2,Real Bed
1760,House,Entire home/apt,2,1,1,1,Real Bed
1761,House,Private room,2,1,1,1,Real Bed
1762,House,Entire home/apt,6,1.5,3,3,Real Bed
1763,Apartment,Private room,1,1,1,1,Futon
1764,Apartment,Entire home/apt,3,1,1,2,Real Bed
1765,House,Entire home/apt,4,1,2,2,Real Bed
1766,House,Entire home/apt,8,2,3,4,Real Bed
1767,House,Entire home/apt,8,2,3,5,Real Bed
1768,House,Entire home/apt,4,1.5,2,2,Real Bed
1769,House,Entire home/apt,4,1,2,2,Real Bed
1770,Townhouse,Entire home/apt,4,1,2,3,Real Bed
1771,Apartment,Entire home/apt,4,1,2,2,Real Bed
1772,Loft,Private room,2,2.5,1,1,Real Bed
1773,House,Entire home/apt,6,2,3,3,Real Bed
1774,Townhouse,Entire home/apt,8,2,3,4,Real Bed
1775,House,Private room,2,1,1,1,Real Bed
1776,House,Private room,2,1,1,1,Real Bed
1777,House,Entire home/apt,5,2,3,3,Real Bed
1778,Apartment,Entire home/apt,2,1,1,1,Real Bed
1779,House,Private room,2,1,1,1,Real Bed
1780,House,Entire home/apt,4,1,2,3,Real Bed
1781,House,Entire home/apt,7,2.5,3,3,Real Bed
1782,House,Entire home/apt,8,2.5,3,4,Real Bed
1783,Apartment,Private room,2,1,1,1,Real Bed
1784,House,Entire home/apt,4,1,1,2,Real Bed
1785,House,Entire home/apt,4,2,1,1,Real Bed
1786,House,Private room,2,1,1,1,Real Bed
1787,House,Private room,4,1,1,2,Real Bed
1788,Bed & Breakfast,Private room,2,1.5,1,2,Real Bed
1789,House,Private room,2,1,1,1,Real Bed
1790,Apartment,Entire home/apt,2,1,1,1,Real Bed
1791,House,Entire home/apt,2,1,1,1,Real Bed
1792,House,Entire home/apt,2,1,0,1,Real Bed
1793,Yurt,Entire home/apt,3,1,0,2,Real Bed
1794,House,Entire home/apt,4,1,2,2,Real Bed
1795,Apartment,Entire home/apt,2,1,1,1,Real Bed
1796,Chalet,Entire home/apt,4,1,1,3,Real Bed
1797,Apartment,Entire home/apt,7,1,2,7,Real Bed
1798,Apartment,Entire home/apt,4,1,0,3,Real Bed
1799,Bed & Breakfast,Private room,4,2.5,1,2,Real Bed
1800,House,Entire home/apt,8,3,4,5,Real Bed
1801,House,Entire home/apt,8,3,4,4,Real Bed
1802,Apartment,Entire home/apt,2,1,1,1,Real Bed
1803,House,Entire home/apt,5,1.5,2,3,Real Bed
1804,Apartment,Private room,3,1,1,2,Real Bed
1805,House,Entire home/apt,6,2,2,3,Real Bed
1806,Townhouse,Entire home/apt,6,2.5,3,3,Real Bed
1807,House,Private room,7,1,1,2,Real Bed
1808,Condominium,Entire home/apt,6,2.5,2,3,Real Bed
1809,Apartment,Entire home/apt,2,1,1,1,Real Bed
1810,House,Private room,2,1,1,1,Real Bed
1811,House,Entire home/apt,3,1,2,2,Real Bed
1812,House,Private room,2,1,1,2,Real Bed
1813,House,Entire home/apt,4,1,2,2,Real Bed
1814,Apartment,Entire home/apt,2,1,0,1,Real Bed
1815,Condominium,Entire home/apt,2,1,1,1,Real Bed
1816,House,Entire home/apt,3,1,1,1,Real Bed
1817,House,Private room,1,1,1,1,Real Bed
1818,House,Private room,6,1.5,1,3,Real Bed
1819,House,Private room,2,1,1,1,Real Bed
1820,House,Entire home/apt,4,2,2,2,Real Bed
1821,House,Entire home/apt,7,2.5,3,4,Real Bed
1822,House,Entire home/apt,2,1,0,1,Real Bed
1823,Cabin,Entire home/apt,2,1,0,1,Real Bed
1824,Apartment,Private room,2,1,1,1,Real Bed
1825,Apartment,Entire home/apt,4,1,1,2,Real Bed
1826,House,Entire home/apt,6,2,4,5,Real Bed
1827,Bed & Breakfast,Private room,2,1.5,1,1,Real Bed
1828,Bed & Breakfast,Entire home/apt,3,1,1,2,Real Bed
1829,Townhouse,Private room,2,1.5,1,1,Real Bed
1830,Bed & Breakfast,Private room,2,4.5,1,4,Real Bed
1831,House,Private room,2,1,1,1,Real Bed
1832,House,Private room,2,1,1,1,Real Bed
1833,House,Private room,2,1,1,1,Real Bed
1834,House,Entire home/apt,6,1,1,3,Real Bed
1835,House,Private room,2,1,1,1,Real Bed
1836,House,Private room,1,1.5,1,1,Real Bed
1837,House,Private room,2,3.5,1,1,Real Bed
1838,Apartment,Entire home/apt,6,1,2,3,Real Bed
1839,House,Entire home/apt,4,1,2,3,Real Bed
1840,House,Entire home/apt,2,1,1,1,Real Bed
1841,House,Entire home/apt,3,1,2,2,Real Bed
1842,House,Entire home/apt,4,1,2,2,Real Bed
1843,House,Private room,2,1,1,1,Real Bed
1844,Apartment,Entire home/apt,8,2,3,3,Real Bed
1845,House,Private room,2,1,1,1,Real Bed
1846,House,Private room,4,1,1,2,Real Bed
1847,House,Entire home/apt,6,2,3,3,Real Bed
1848,Bed & Breakfast,Private room,2,3.5,1,3,Real Bed
1849,House,Entire home/apt,3,1,2,2,Real Bed
1850,House,Private room,2,1,1,1,Real Bed
1851,House,Private room,3,1,1,2,Real Bed
1852,House,Entire home/apt,4,1,2,5,Real Bed
1853,House,Entire home/apt,6,2,2,3,Real Bed
1854,Apartment,Entire home/apt,2,1,,1,Real Bed
1855,Apartment,Entire home/apt,2,1,1,1,Real Bed
1856,House,Entire home/apt,3,1,0,2,Real Bed
1857,House,Private room,2,0.5,1,1,Real Bed
1858,House,Entire home/apt,6,2,3,4,Real Bed
1859,Townhouse,Entire home/apt,4,1.5,1,2,Real Bed
1860,House,Entire home/apt,2,1,1,1,Real Bed
1861,House,Entire home/apt,8,2.5,4,4,Real Bed
1862,House,Private room,5,1,1,2,Real Bed
1863,House,Entire home/apt,4,1,2,2,Real Bed
1864,House,Entire home/apt,8,2.5,5,1,Real Bed
1865,House,Entire home/apt,12,1,2,4,Real Bed
1866,House,Entire home/apt,2,1,0,2,Real Bed
1867,House,Entire home/apt,4,1,2,2,Real Bed
1868,House,Entire home/apt,4,2,2,2,Real Bed
1869,House,Entire home/apt,2,1,1,1,Real Bed
1870,House,Private room,2,1,1,1,Real Bed
1871,Apartment,Entire home/apt,2,1,1,1,Real Bed
1872,House,Entire home/apt,2,1.5,1,1,Real Bed
1873,Apartment,Entire home/apt,2,1,0,1,Futon
1874,House,Private room,4,1,1,1,Real Bed
1875,House,Private room,2,1,1,1,Real Bed
1876,Apartment,Entire home/apt,2,1,1,1,Futon
1877,Apartment,Entire home/apt,4,1,2,2,Real Bed
1878,House,Entire home/apt,5,1,1,3,Real Bed
1879,Townhouse,Private room,3,1,1,1,Real Bed
1880,House,Private room,2,1,1,1,Real Bed
1881,Apartment,Private room,2,1,1,1,Real Bed
1882,House,Entire home/apt,6,2,3,3,Real Bed
1883,House,Private room,2,1,1,1,Real Bed
1884,House,Private room,2,1,1,1,Real Bed
1885,House,Private room,2,1,1,1,Real Bed
1886,House,Private room,1,1,1,1,Real Bed
1887,Apartment,Entire home/apt,2,1,1,1,Real Bed
1888,House,Entire home/apt,2,1,1,1,Real Bed
1889,House,Entire home/apt,4,1,2,2,Real Bed
1890,House,Entire home/apt,5,2.5,3,3,Real Bed
1891,Apartment,Entire home/apt,4,1,1,2,Real Bed
1892,Apartment,Entire home/apt,4,1,2,2,Real Bed
1893,House,Entire home/apt,4,1,2,2,Real Bed
1894,House,Private room,2,0.5,1,1,Futon
1895,Townhouse,Entire home/apt,10,1.5,3,5,Real Bed
1896,House,Entire home/apt,10,2,3,6,Real Bed
1897,House,Private room,2,1.5,1,1,Airbed
1898,House,Entire home/apt,6,1,2,3,Real Bed
1899,Townhouse,Private room,2,1,1,1,Real Bed
1900,House,Private room,2,1,1,1,Real Bed
1901,House,Private room,2,1,1,1,Real Bed
1902,House,Entire home/apt,7,2.5,3,3,Real Bed
1903,Apartment,Shared room,2,1,1,1,Pull-out Sofa
1904,House,Entire home/apt,7,1.5,3,4,Real Bed
1905,House,Entire home/apt,3,1,2,2,Real Bed
1906,House,Entire home/apt,8,3.5,4,4,Real Bed
1907,House,Private room,2,1,1,1,Real Bed
1908,House,Entire home/apt,6,2.5,3,3,Real Bed
1909,House,Private room,1,1,1,1,Real Bed
1910,House,Entire home/apt,4,1.5,2,2,Real Bed
1911,House,Private room,1,1,1,1,Real Bed
1912,House,Private room,2,1,1,1,Real Bed
1913,Apartment,Private room,2,1,1,1,Real Bed
1914,House,Private room,2,1,1,1,Real Bed
1915,House,Private room,1,2.5,1,1,Real Bed
1916,Loft,Entire home/apt,2,1,1,1,Real Bed
1917,Apartment,Entire home/apt,4,1,1,1,Real Bed
1918,Boat,Private room,1,1,1,1,Real Bed
1919,Apartment,Private room,2,1,1,1,Real Bed
1920,Apartment,Entire home/apt,4,1,1,1,Real Bed
1921,House,Entire home/apt,4,1,2,2,Real Bed
1922,Condominium,Entire home/apt,2,1,1,1,Real Bed
1923,Apartment,Entire home/apt,2,1,1,1,Real Bed
1924,Loft,Shared room,4,1,1,1,Real Bed
1925,Camper/RV,Entire home/apt,4,0,0,2,Real Bed
1926,Loft,Entire home/apt,4,1,2,3,Real Bed
1927,Other,Private room,4,2.5,1,2,Real Bed
1928,Townhouse,Entire home/apt,2,1,1,1,Real Bed
1929,House,Private room,2,1,1,1,Real Bed
1930,House,Private room,4,1,1,2,Real Bed
1931,House,Private room,2,1,1,1,Real Bed
1932,House,Entire home/apt,4,1,1,2,Real Bed
1933,House,Private room,1,2,1,1,Real Bed
1934,House,Private room,2,2,1,1,Real Bed
1935,House,Private room,1,2,1,1,Real Bed
1936,House,Private room,1,1,1,1,Real Bed
1937,House,Entire home/apt,2,1,1,1,Real Bed
1938,House,Entire home/apt,6,2.5,3,3,Real Bed
1939,Cabin,Entire home/apt,2,1,1,1,Real Bed
1940,House,Private room,1,1,1,1,Real Bed
1941,House,Entire home/apt,3,2.5,2,2,Real Bed
1942,House,Entire home/apt,10,2,4,7,Real Bed
1943,House,Private room,2,2,1,1,Real Bed
1944,House,Entire home/apt,2,1,1,1,Real Bed
1945,House,Private room,1,1,1,1,Real Bed
1946,Cabin,Entire home/apt,2,1,1,1,Real Bed
1947,House,Private room,2,1,1,1,Real Bed
1948,Apartment,Entire home/apt,6,1,3,3,Real Bed
1949,House,Entire home/apt,6,1,2,3,Real Bed
1950,Cabin,Entire home/apt,4,1,1,2,Real Bed
1951,House,Private room,2,1,1,2,Real Bed
1952,House,Private room,2,1,1,1,Real Bed
1953,House,Private room,1,1,1,1,Real Bed
1954,Loft,Entire home/apt,2,1,0,1,Real Bed
1955,House,Private room,2,1,1,1,Real Bed
1956,House,Entire home/apt,2,1,1,1,Real Bed
1957,Other,Private room,2,3,1,1,Real Bed
1958,House,Private room,2,1,1,1,Real Bed
1959,Townhouse,Private room,2,1,1,1,Real Bed
1960,House,Entire home/apt,2,1,1,1,Real Bed
1961,House,Entire home/apt,8,1,3,3,Real Bed
1962,House,Private room,4,,1,,Real Bed
1963,House,Private room,5,1,1,2,Real Bed
1964,House,Entire home/apt,2,1,0,1,Real Bed
1965,House,Entire home/apt,6,2,3,4,Real Bed
1966,Apartment,Entire home/apt,2,1,1,1,Real Bed
1967,Apartment,Entire home/apt,6,1,2,3,Real Bed
1968,Bungalow,Entire home/apt,2,1,0,1,Real Bed
1969,Apartment,Entire home/apt,6,1,2,3,Real Bed
1970,House,Entire home/apt,4,1,2,2,Real Bed
1971,House,Entire home/apt,6,2.5,3,3,Real Bed
1972,House,Private room,1,1,1,1,Real Bed
1973,House,Private room,2,1,1,1,Real Bed
1974,House,Private room,1,2.5,1,1,Real Bed
1975,House,Entire home/apt,2,1.5,1,1,Real Bed
1976,Chalet,Private room,1,,1,1,Real Bed
1977,House,Private room,1,1,1,1,Real Bed
1978,House,Private room,2,0.5,1,1,Real Bed
1979,House,Private room,2,1,1,1,Real Bed
1980,House,Private room,2,1,1,1,Real Bed
1981,House,Private room,2,1,1,1,Real Bed
1982,Apartment,Private room,2,1,1,1,Real Bed
1983,House,Private room,1,1,1,1,Real Bed
1984,House,Private room,1,1,1,1,Real Bed
1985,Tent,Shared room,2,1,1,2,Real Bed
1986,House,Private room,2,2,1,1,Futon
1987,House,Entire home/apt,6,1.5,2,3,Real Bed
1988,House,Entire home/apt,5,2,2,2,Real Bed
1989,House,Private room,2,1,1,2,Real Bed
1990,House,Entire home/apt,4,1.5,2,2,Real Bed
1991,House,Entire home/apt,6,3.5,3,3,Real Bed
1992,House,Private room,5,1,1,2,Real Bed
1993,House,Entire home/apt,4,1.5,2,2,Real Bed
1994,Apartment,Entire home/apt,4,1,1,1,Real Bed
1995,Apartment,Entire home/apt,3,1,1,2,Real Bed
1996,House,Private room,2,1,1,1,Futon
1997,House,Private room,2,1,1,1,Real Bed
1998,House,Private room,1,1,1,1,Real Bed
1999,House,Private room,2,1.5,1,1,Real Bed
2000,House,Entire home/apt,6,2,2,2,Real Bed
2001,Apartment,Entire home/apt,4,1,1,1,Real Bed
2002,House,Private room,2,1,1,1,Real Bed
2003,Apartment,Entire home/apt,4,1,1,1,Real Bed
2004,House,Private room,4,1,1,1,Real Bed
2005,Condominium,Entire home/apt,5,2,2,2,Real Bed
2006,House,Private room,2,1,1,1,Real Bed
2007,House,Entire home/apt,6,2,3,4,Real Bed
2008,Apartment,Entire home/apt,3,1,1,1,Real Bed
2009,House,Entire home/apt,7,1,2,4,Real Bed
2010,House,Private room,1,1,1,1,Real Bed
2011,House,Private room,2,1,1,1,Real Bed
2012,Apartment,Entire home/apt,2,1,1,1,Real Bed
2013,Apartment,Entire home/apt,2,1,1,1,Real Bed
2014,Townhouse,Entire home/apt,8,1.5,3,4,Real Bed
2015,Condominium,Private room,2,1,1,1,Real Bed
2016,Apartment,Private room,2,1,1,1,Real Bed
2017,House,Entire home/apt,4,1,2,2,Real Bed
2018,House,Entire home/apt,3,1,1,2,Real Bed
2019,Apartment,Entire home/apt,2,1,1,1,Real Bed
2020,House,Private room,2,2,1,1,Real Bed
2021,Apartment,Entire home/apt,3,1,1,1,Real Bed
2022,Apartment,Entire home/apt,5,1,2,6,Real Bed
2023,House,Private room,2,1,1,1,Real Bed
2024,House,Entire home/apt,4,1,2,1,Real Bed
2025,Apartment,Entire home/apt,5,1,2,3,Real Bed
2026,House,Entire home/apt,4,2,2,2,Real Bed
